path,source_dataset,generator_family,label,img_id,width,height,split
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\4278 (2).jpg,cifake,stable_diffusion,1,cifake_4278 (2),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\4668 (4).jpg,cifake,stable_diffusion,1,cifake_4668 (4),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\4144 (5).jpg,cifake,stable_diffusion,1,cifake_4144 (5),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\2036 (8).jpg,cifake,stable_diffusion,1,cifake_2036 (8)_1,32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\5777 (3).jpg,cifake,stable_diffusion,1,cifake_5777 (3),32,32,test
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\4477 (9).jpg,cifake,stable_diffusion,1,cifake_4477 (9)_1,32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\4057 (9).jpg,cifake,stable_diffusion,1,cifake_4057 (9),32,32,val
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\5142 (5).jpg,cifake,stable_diffusion,1,cifake_5142 (5),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\5614 (8).jpg,cifake,stable_diffusion,1,cifake_5614 (8),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\4573 (9).jpg,cifake,stable_diffusion,1,cifake_4573 (9),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\2759 (4).jpg,cifake,stable_diffusion,1,cifake_2759 (4),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\3383 (7).jpg,cifake,stable_diffusion,1,cifake_3383 (7),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\1118.jpg,cifake,stable_diffusion,1,cifake_1118,32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\2750 (4).jpg,cifake,stable_diffusion,1,cifake_2750 (4),32,32,test
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\1067 (4).jpg,cifake,stable_diffusion,1,cifake_1067 (4),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\2346 (6).jpg,cifake,stable_diffusion,1,cifake_2346 (6),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\test\FAKE\483 (9).jpg,cifake,stable_diffusion,1,cifake_483 (9),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\test\FAKE\467 (8).jpg,cifake,stable_diffusion,1,cifake_467 (8),32,32,val
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\test\FAKE\246 (8).jpg,cifake,stable_diffusion,1,cifake_246 (8),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\4760 (10).jpg,cifake,stable_diffusion,1,cifake_4760 (10),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\1815 (8).jpg,cifake,stable_diffusion,1,cifake_1815 (8),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\test\FAKE\652 (6).jpg,cifake,stable_diffusion,1,cifake_652 (6),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\1647 (2).jpg,cifake,stable_diffusion,1,cifake_1647 (2),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\5155 (3).jpg,cifake,stable_diffusion,1,cifake_5155 (3),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\4188 (8).jpg,cifake,stable_diffusion,1,cifake_4188 (8),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\2843 (4).jpg,cifake,stable_diffusion,1,cifake_2843 (4),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\1619 (5).jpg,cifake,stable_diffusion,1,cifake_1619 (5),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\test\FAKE\627 (3).jpg,cifake,stable_diffusion,1,cifake_627 (3),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\2985 (5).jpg,cifake,stable_diffusion,1,cifake_2985 (5),32,32,val
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\3153 (5).jpg,cifake,stable_diffusion,1,cifake_3153 (5),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\2553.jpg,cifake,stable_diffusion,1,cifake_2553,32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\5823 (7).jpg,cifake,stable_diffusion,1,cifake_5823 (7),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\test\FAKE\813 (2).jpg,cifake,stable_diffusion,1,cifake_813 (2),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\5855 (10).jpg,cifake,stable_diffusion,1,cifake_5855 (10),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\4351 (6).jpg,cifake,stable_diffusion,1,cifake_4351 (6)_1,32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\5106 (4).jpg,cifake,stable_diffusion,1,cifake_5106 (4),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\1864 (9).jpg,cifake,stable_diffusion,1,cifake_1864 (9),32,32,val
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\3906 (7).jpg,cifake,stable_diffusion,1,cifake_3906 (7),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\4274 (10).jpg,cifake,stable_diffusion,1,cifake_4274 (10),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\4001 (5).jpg,cifake,stable_diffusion,1,cifake_4001 (5),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\2230 (6).jpg,cifake,stable_diffusion,1,cifake_2230 (6),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\test\FAKE\42 (8).jpg,cifake,stable_diffusion,1,cifake_42 (8),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\3409 (6).jpg,cifake,stable_diffusion,1,cifake_3409 (6),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\3272 (9).jpg,cifake,stable_diffusion,1,cifake_3272 (9),32,32,val
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\1970 (6).jpg,cifake,stable_diffusion,1,cifake_1970 (6),32,32,val
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\test\FAKE\112.jpg,cifake,stable_diffusion,1,cifake_112,32,32,val
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\4642 (10).jpg,cifake,stable_diffusion,1,cifake_4642 (10),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\test\FAKE\19 (7).jpg,cifake,stable_diffusion,1,cifake_19 (7),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\5368.jpg,cifake,stable_diffusion,1,cifake_5368,32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\1851 (10).jpg,cifake,stable_diffusion,1,cifake_1851 (10),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\1766 (7).jpg,cifake,stable_diffusion,1,cifake_1766 (7),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\3762 (7).jpg,cifake,stable_diffusion,1,cifake_3762 (7),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\3308 (6).jpg,cifake,stable_diffusion,1,cifake_3308 (6),32,32,test
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\test\FAKE\362 (5).jpg,cifake,stable_diffusion,1,cifake_362 (5),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\5977 (9).jpg,cifake,stable_diffusion,1,cifake_5977 (9),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\test\FAKE\787 (5).jpg,cifake,stable_diffusion,1,cifake_787 (5),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\test\FAKE\158 (9).jpg,cifake,stable_diffusion,1,cifake_158 (9),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\1178 (3).jpg,cifake,stable_diffusion,1,cifake_1178 (3),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\5368 (9).jpg,cifake,stable_diffusion,1,cifake_5368 (9),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\4864 (4).jpg,cifake,stable_diffusion,1,cifake_4864 (4),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\2703 (7).jpg,cifake,stable_diffusion,1,cifake_2703 (7),32,32,test
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\2825 (8).jpg,cifake,stable_diffusion,1,cifake_2825 (8),32,32,val
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\test\FAKE\456 (10).jpg,cifake,stable_diffusion,1,cifake_456 (10),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\1116 (9).jpg,cifake,stable_diffusion,1,cifake_1116 (9),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\3217 (6).jpg,cifake,stable_diffusion,1,cifake_3217 (6),32,32,test
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\4241 (8).jpg,cifake,stable_diffusion,1,cifake_4241 (8),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\test\FAKE\258 (5).jpg,cifake,stable_diffusion,1,cifake_258 (5),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\2653 (4).jpg,cifake,stable_diffusion,1,cifake_2653 (4),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\2848.jpg,cifake,stable_diffusion,1,cifake_2848,32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\3076 (4).jpg,cifake,stable_diffusion,1,cifake_3076 (4),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\test\FAKE\648 (6).jpg,cifake,stable_diffusion,1,cifake_648 (6),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\3510 (3).jpg,cifake,stable_diffusion,1,cifake_3510 (3),32,32,val
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\1398 (4).jpg,cifake,stable_diffusion,1,cifake_1398 (4),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\3812 (6).jpg,cifake,stable_diffusion,1,cifake_3812 (6),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\2850 (3).jpg,cifake,stable_diffusion,1,cifake_2850 (3),32,32,test
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\test\FAKE\418 (10).jpg,cifake,stable_diffusion,1,cifake_418 (10),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\2090 (9).jpg,cifake,stable_diffusion,1,cifake_2090 (9),32,32,val
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\4150 (9).jpg,cifake,stable_diffusion,1,cifake_4150 (9),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\2878 (7).jpg,cifake,stable_diffusion,1,cifake_2878 (7),32,32,val
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\test\FAKE\68 (2).jpg,cifake,stable_diffusion,1,cifake_68 (2),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\2144 (5).jpg,cifake,stable_diffusion,1,cifake_2144 (5),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\3420 (5).jpg,cifake,stable_diffusion,1,cifake_3420 (5),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\3244 (2).jpg,cifake,stable_diffusion,1,cifake_3244 (2),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\test\FAKE\80.jpg,cifake,stable_diffusion,1,cifake_80,32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\2059.jpg,cifake,stable_diffusion,1,cifake_2059,32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\2631 (9).jpg,cifake,stable_diffusion,1,cifake_2631 (9),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\1651 (6).jpg,cifake,stable_diffusion,1,cifake_1651 (6),32,32,val
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\1148 (7).jpg,cifake,stable_diffusion,1,cifake_1148 (7),32,32,val
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\2326 (8).jpg,cifake,stable_diffusion,1,cifake_2326 (8),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\1184 (7).jpg,cifake,stable_diffusion,1,cifake_1184 (7),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\5716 (5).jpg,cifake,stable_diffusion,1,cifake_5716 (5),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\2221 (6).jpg,cifake,stable_diffusion,1,cifake_2221 (6)_1,32,32,test
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\1022 (7).jpg,cifake,stable_diffusion,1,cifake_1022 (7),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\5000 (4).jpg,cifake,stable_diffusion,1,cifake_5000 (4),32,32,val
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\3063 (6).jpg,cifake,stable_diffusion,1,cifake_3063 (6),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\5769 (6).jpg,cifake,stable_diffusion,1,cifake_5769 (6),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\1393 (10).jpg,cifake,stable_diffusion,1,cifake_1393 (10),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\2028 (10).jpg,cifake,stable_diffusion,1,cifake_2028 (10),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\3491 (7).jpg,cifake,stable_diffusion,1,cifake_3491 (7),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\4368 (5).jpg,cifake,stable_diffusion,1,cifake_4368 (5),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\3036 (9).jpg,cifake,stable_diffusion,1,cifake_3036 (9)_1,32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\3024 (7).jpg,cifake,stable_diffusion,1,cifake_3024 (7),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\5498.jpg,cifake,stable_diffusion,1,cifake_5498,32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\2385 (5).jpg,cifake,stable_diffusion,1,cifake_2385 (5),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\2424 (5).jpg,cifake,stable_diffusion,1,cifake_2424 (5),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\5666 (10).jpg,cifake,stable_diffusion,1,cifake_5666 (10),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\5078 (5).jpg,cifake,stable_diffusion,1,cifake_5078 (5),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\4759 (2).jpg,cifake,stable_diffusion,1,cifake_4759 (2),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\2979 (3).jpg,cifake,stable_diffusion,1,cifake_2979 (3),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\5076.jpg,cifake,stable_diffusion,1,cifake_5076,32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\3405 (2).jpg,cifake,stable_diffusion,1,cifake_3405 (2),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\3056 (3).jpg,cifake,stable_diffusion,1,cifake_3056 (3),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\test\FAKE\595 (2).jpg,cifake,stable_diffusion,1,cifake_595 (2),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\1141 (9).jpg,cifake,stable_diffusion,1,cifake_1141 (9),32,32,test
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\3428 (8).jpg,cifake,stable_diffusion,1,cifake_3428 (8)_1,32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\4507.jpg,cifake,stable_diffusion,1,cifake_4507_1,32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\1557 (2).jpg,cifake,stable_diffusion,1,cifake_1557 (2),32,32,val
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\3237 (10).jpg,cifake,stable_diffusion,1,cifake_3237 (10),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\3217 (3).jpg,cifake,stable_diffusion,1,cifake_3217 (3),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\5239 (9).jpg,cifake,stable_diffusion,1,cifake_5239 (9),32,32,val
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\3847.jpg,cifake,stable_diffusion,1,cifake_3847,32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\3774 (4).jpg,cifake,stable_diffusion,1,cifake_3774 (4),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\5458.jpg,cifake,stable_diffusion,1,cifake_5458,32,32,val
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\4797 (5).jpg,cifake,stable_diffusion,1,cifake_4797 (5),32,32,test
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\3621 (10).jpg,cifake,stable_diffusion,1,cifake_3621 (10),32,32,val
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\test\FAKE\954 (6).jpg,cifake,stable_diffusion,1,cifake_954 (6),32,32,test
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\3556 (5).jpg,cifake,stable_diffusion,1,cifake_3556 (5),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\2928 (10).jpg,cifake,stable_diffusion,1,cifake_2928 (10),32,32,val
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\test\FAKE\212 (4).jpg,cifake,stable_diffusion,1,cifake_212 (4),32,32,val
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\4097 (10).jpg,cifake,stable_diffusion,1,cifake_4097 (10),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\1954 (4).jpg,cifake,stable_diffusion,1,cifake_1954 (4),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\2749 (9).jpg,cifake,stable_diffusion,1,cifake_2749 (9)_1,32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\test\FAKE\461 (7).jpg,cifake,stable_diffusion,1,cifake_461 (7),32,32,val
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\4002 (2).jpg,cifake,stable_diffusion,1,cifake_4002 (2),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\5419 (5).jpg,cifake,stable_diffusion,1,cifake_5419 (5),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\1899 (8).jpg,cifake,stable_diffusion,1,cifake_1899 (8),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\4001 (7).jpg,cifake,stable_diffusion,1,cifake_4001 (7),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\2065 (6).jpg,cifake,stable_diffusion,1,cifake_2065 (6),32,32,test
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\5139 (6).jpg,cifake,stable_diffusion,1,cifake_5139 (6),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\5752 (2).jpg,cifake,stable_diffusion,1,cifake_5752 (2),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\3598 (4).jpg,cifake,stable_diffusion,1,cifake_3598 (4),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\1458 (10).jpg,cifake,stable_diffusion,1,cifake_1458 (10),32,32,val
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\5560 (10).jpg,cifake,stable_diffusion,1,cifake_5560 (10),32,32,test
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\1071 (5).jpg,cifake,stable_diffusion,1,cifake_1071 (5),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\1500 (4).jpg,cifake,stable_diffusion,1,cifake_1500 (4),32,32,val
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\5243 (6).jpg,cifake,stable_diffusion,1,cifake_5243 (6),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\3492 (9).jpg,cifake,stable_diffusion,1,cifake_3492 (9),32,32,val
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\3350.jpg,cifake,stable_diffusion,1,cifake_3350,32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\4128 (2).jpg,cifake,stable_diffusion,1,cifake_4128 (2),32,32,val
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\2559 (2).jpg,cifake,stable_diffusion,1,cifake_2559 (2),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\test\FAKE\265 (7).jpg,cifake,stable_diffusion,1,cifake_265 (7),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\test\FAKE\151 (10).jpg,cifake,stable_diffusion,1,cifake_151 (10),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\5799 (10).jpg,cifake,stable_diffusion,1,cifake_5799 (10),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\3325 (10).jpg,cifake,stable_diffusion,1,cifake_3325 (10),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\test\FAKE\59 (2).jpg,cifake,stable_diffusion,1,cifake_59 (2),32,32,test
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\3097 (3).jpg,cifake,stable_diffusion,1,cifake_3097 (3),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\5335 (9).jpg,cifake,stable_diffusion,1,cifake_5335 (9),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\3133 (6).jpg,cifake,stable_diffusion,1,cifake_3133 (6),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\4205 (5).jpg,cifake,stable_diffusion,1,cifake_4205 (5),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\test\FAKE\206 (6).jpg,cifake,stable_diffusion,1,cifake_206 (6),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\5240.jpg,cifake,stable_diffusion,1,cifake_5240,32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\2564 (2).jpg,cifake,stable_diffusion,1,cifake_2564 (2),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\5134 (5).jpg,cifake,stable_diffusion,1,cifake_5134 (5),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\test\FAKE\103 (4).jpg,cifake,stable_diffusion,1,cifake_103 (4),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\3234 (2).jpg,cifake,stable_diffusion,1,cifake_3234 (2),32,32,test
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\4309 (5).jpg,cifake,stable_diffusion,1,cifake_4309 (5),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\1776 (2).jpg,cifake,stable_diffusion,1,cifake_1776 (2),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\5531 (2).jpg,cifake,stable_diffusion,1,cifake_5531 (2),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\5199 (10).jpg,cifake,stable_diffusion,1,cifake_5199 (10),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\3889 (10).jpg,cifake,stable_diffusion,1,cifake_3889 (10),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\test\FAKE\889 (6).jpg,cifake,stable_diffusion,1,cifake_889 (6),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\5363 (3).jpg,cifake,stable_diffusion,1,cifake_5363 (3),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\2945 (9).jpg,cifake,stable_diffusion,1,cifake_2945 (9),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\4859 (9).jpg,cifake,stable_diffusion,1,cifake_4859 (9),32,32,test
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\3182 (7).jpg,cifake,stable_diffusion,1,cifake_3182 (7),32,32,val
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\5307 (5).jpg,cifake,stable_diffusion,1,cifake_5307 (5),32,32,train
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\train\FAKE\5058 (9).jpg,cifake,stable_diffusion,1,cifake_5058 (9),32,32,test
D:\Coding\playground\TechJam-2026-Team-STH\data\raw\archive\test\FAKE\306 (7).jpg,cifake,stable_diffusion,1,cifake_306 (7),32,32,val
